pool,func,minargs,maxargs,type,definition
GSC-Function-49608a0,getsubstr,2,3,GLOBAL,
GSC-Function-49608a0,tolower,1,1,GLOBAL,
GSC-Function-49608a0,toupper,1,1,GLOBAL,
GSC-Function-49608a0,strtok,2,2,GLOBAL,
GSC-Function-49608a0,strtok2,2,2,GLOBAL,
GSC-Function-49608a0,strstartswith,2,2,GLOBAL,
GSC-Function-49608a0,function_ea13f55,3,3,GLOBAL,
GSC-Function-49608a0,strendswith,2,2,GLOBAL,
GSC-Function-49608a0,strisnumber,1,1,GLOBAL,
GSC-Function-49608a0,strisfloat,1,1,GLOBAL,
GSC-Function-49608a0,strisint,1,1,GLOBAL,
GSC-Function-49608a0,strstrip,1,1,GLOBAL,
GSC-Function-49608a0,makelocalizedstring,1,1,DEV,translate string
GSC-Function-49608a0,sprintf,1,7fffffff,GLOBAL,
GSC-Function-49608a0,getlocalizedstringindexbitcount,0,0,GLOBAL,
GSC-Function-49608a0,tablelookup,4,8,GLOBAL,
GSC-Function-49608a0,tablelookuprownum,3,3,GLOBAL,
GSC-Function-49608a0,tablelookupcolumnforrow,3,3,GLOBAL,
GSC-Function-49608a0,tablelookupfindcoreasset,1,1,GLOBAL,
GSC-Function-49608a0,tablelookuprowcount,1,1,GLOBAL,
GSC-Function-49608a0,tablelookupcolumncount,1,1,GLOBAL,
GSC-Function-49608a0,tablelookuprow,2,2,GLOBAL,
GSC-Function-49608a0,function_3f6a828c,2,2,GLOBAL,
GSC-Function-49608a0,openfile,2,2,DEV,nulled
GSC-Function-49608a0,closefile,1,1,DEV,nulled
GSC-Function-49608a0,fprintln,2,2,DEV,nulled
GSC-Function-49608a0,fprintfields,2,2,DEV,nulled
GSC-Function-49608a0,freadln,1,1,DEV,nulled
GSC-Function-49608a0,fgetarg,2,2,DEV,nulled
GSC-Function-49608a0,debugbreak,0,0,DEV,crash vm with 1850691545
GSC-Function-49608a0,assert(bool val;object message = undefined),1,2,DEV,crash vm with 2344222932 if val false; with 2737681163 if message is set
GSC-Function-49608a0,assertmsg,1,1,DEV,crash vm with 1385570291
GSC-Function-49608a0,errormsg,1,1,DEV,crash vm with 2532286589
GSC-Function-49608a0,ispc,0,0,GLOBAL,
GSC-Function-49608a0,function_8b1a219a,0,0,GLOBAL,
GSC-Function-49608a0,isprofilebuild,0,0,GLOBAL,
GSC-Function-49608a0,function_59116c33,0,0,GLOBAL,
GSC-Function-49608a0,function_2ee076a7,0,0,GLOBAL,
GSC-Function-49612d0,enumerateweapons,1,1,DEV,nulled
GSC-Function-49612d0,function_a16a090d(Weapon w)->string,1,1,DEV,
GSC-Function-49612d0,weapon,1,1,GLOBAL,
GSC-Function-49612d0,function_1242e467,1,1,GLOBAL,
GSC-Function-49612d0,function_711c258,3,3,GLOBAL,
GSC-Function-49612d0,function_d547b972,0,0,GLOBAL,
GSC-Function-49612d0,getcamoindex,1,1,GLOBAL,
GSC-Function-49612d0,function_2470f404,1,1,GLOBAL,
GSC-Function-49612d0,function_5442be13,1,1,GLOBAL,
GSC-Function-49612d0,getactivecamo,1,1,GLOBAL,
GSC-Function-49612d0,function_8b51d9d1,1,1,GLOBAL,
GSC-Function-49612d0,function_57411076(string ukn1)->string|undefined,1,1,DEV,
GSC-Function-49612d0,function_2c48197b,0,0,GLOBAL,
GSC-Function-49612d0,function_ea647602,1,2,GLOBAL,
GSC-Function-49b5590,randomint,1,1,GLOBAL,
GSC-Function-49b5590,randomfloat,1,1,GLOBAL,
GSC-Function-49b5590,randomintrange,2,2,GLOBAL,
GSC-Function-49b5590,function_21a3a673,2,2,GLOBAL,
GSC-Function-49b5590,randomfloatrange,2,2,GLOBAL,
GSC-Function-49b5590,function_fc3f770b,3,3,GLOBAL,
GSC-Function-49b5590,function_6151a62c,4,4,GLOBAL,
GSC-Function-49b5590,function_1f4464c0,1,1,GLOBAL,
GSC-Function-49b5590,function_d59c2d03,1,2,GLOBAL,
GSC-Function-49b56c0,setsharedviewport,1,1,GLOBAL,
GSC-Function-49b56c0,settopdowncamerayaw,1,1,GLOBAL,
GSC-Function-49b56c0,function_cab6408d,1,1,GLOBAL,
GSC-Function-49b56c0,setjumpheight,1,1,GLOBAL,
GSC-Function-49b56c0,getlocalizedstringindex,1,1,GLOBAL,
GSC-Function-49b56c0,function_64f2f84c,3,3,GLOBAL,
GSC-Function-49b56c0,function_211b7237,2,2,GLOBAL,
GSC-Function-49b56c0,function_66aa4b70,2,2,GLOBAL,
GSC-Function-49b56c0,function_b4c6383f,3,7,GLOBAL,
GSC-Function-49b56c0,function_5e0ffde3,1,1,GLOBAL,
GSC-Function-49b56c0,function_4d990c6a,0,0,GLOBAL,
GSC-Function-49b56c0,function_d9a960f2,3,7,GLOBAL,
GSC-Function-49b56c0,function_13861db4,1,1,GLOBAL,
GSC-Function-49b56c0,function_65f7de49,0,0,GLOBAL,
GSC-Function-49b56c0,function_bea73b01,0,0,GLOBAL,
GSC-Function-495cfb0,btapi_forceragdoll,1,1,GLOBAL,
GSC-Function-495cfb0,function_84deede1,1,1,GLOBAL,
GSC-Function-495cfb0,function_b3362992,1,1,GLOBAL,
GSC-Function-495cfb0,function_c469fed4,1,1,GLOBAL,
GSC-Function-495cfb0,function_d53e3c90,1,1,GLOBAL,
GSC-Function-495cfb0,function_9f787ff1,1,1,GLOBAL,
GSC-Function-495cfb0,function_5cbbc793,1,1,GLOBAL,
GSC-Function-495cfb0,function_84a2736f,1,1,GLOBAL,
GSC-Function-495cfb0,function_3ca58365,1,1,GLOBAL,
GSC-Function-495cfb0,function_68f55624,1,1,GLOBAL,
GSC-Function-495cfb0,function_96002f1a,1,1,GLOBAL,
GSC-Function-495cfb0,function_55584de6,1,1,GLOBAL,
GSC-Function-495cfb0,function_cbe61325,1,1,GLOBAL,
GSC-Function-495cfb0,function_e7ca9326,1,1,GLOBAL,
GSC-Function-495cfb0,function_57887c8a,1,1,GLOBAL,
GSC-Function-495cfb0,function_bab11022,1,1,GLOBAL,
GSC-Function-495ceb0,function_7e388659,1,1,GLOBAL,
GSC-Function-495ceb0,function_38f682e7,1,1,GLOBAL,
GSC-Function-495ceb0,function_6db25941,1,1,GLOBAL,
GSC-Function-495ceb0,function_dd15e8ac,1,1,GLOBAL,
GSC-Function-495ceb0,function_ac10d803,1,1,GLOBAL,
GSC-Function-495ceb0,function_e944103f,1,1,GLOBAL,
GSC-Function-495cf78,function_fe5f3759,1,1,GLOBAL,
GSC-Function-495d1c8,function_1a4af959,1,1,GLOBAL,
GSC-Method-498dcf0,giveweapon,1,2,GLOBAL,
GSC-Method-498dcf0,function_60cd1431,3,4,GLOBAL,
GSC-Method-498dcf0,function_28602a03,1,3,GLOBAL,
GSC-Method-498dcf0,function_df5af7ec,1,1,GLOBAL,
GSC-Method-498dcf0,function_635f9c02,1,1,GLOBAL,
GSC-Method-498dcf0,hasmaxprimaryweapons,0,0,GLOBAL,
GSC-Method-498dcf0,updateweaponoptions,1,2,GLOBAL,
GSC-Method-498dcf0,setblockweaponpickup,2,2,GLOBAL,
GSC-Method-498dcf0,getinventoryheldweapon,0,0,GLOBAL,
GSC-Method-498dcf0,setinventoryheldweapon,1,1,GLOBAL,
GSC-Method-498dcf0,calcweaponoptions,2,7,GLOBAL,
GSC-Method-498dcf0,calcplayeroptions,1,2,GLOBAL,
GSC-Method-498dcf0,setplayerrenderoptions,1,1,GLOBAL,
GSC-Method-498dcf0,nextplayerrenderoption,2,3,DEV,
GSC-Method-498dcf0,function_a6fc2979,2,4,GLOBAL,
GSC-Method-498dcf0,bbclasschoice,1,3,GLOBAL,
GSC-Method-498dcf0,sethighlighted,1,1,GLOBAL,
GSC-Method-498dcf0,function_bd3cce02,2,2,GLOBAL,
GSC-Method-498dcf0,function_5a926d8,1,1,GLOBAL,
GSC-Method-498dcf0,sortheldweapons,0,0,GLOBAL,
GSC-Method-498dcf0,takeweapon,1,2,GLOBAL,
GSC-Method-498dcf0,function_a39f313c,0,1,GLOBAL,
GSC-Method-498dcf0,isthrowinggrenade,0,0,GLOBAL,
GSC-Method-498dcf0,function_d911b948,0,0,GLOBAL,
GSC-Method-498dcf0,function_61efcfe5,0,0,GLOBAL,
GSC-Method-498dcf0,function_f071483d,0,0,GLOBAL,
GSC-Method-498dcf0,forcegrenadethrow,0,0,GLOBAL,
GSC-Method-498dcf0,isfiring,0,0,GLOBAL,
GSC-Method-498dcf0,ismeleeing,0,0,GLOBAL,
GSC-Method-498dcf0,function_18424039,0,0,GLOBAL,
GSC-Method-498dcf0,isgrappling,0,0,GLOBAL,
GSC-Method-498dcf0,function_5e530207,0,0,GLOBAL,
GSC-Method-498dcf0,isswitchingweapons,0,0,GLOBAL,
GSC-Method-498dcf0,isdroppingweapon,0,0,GLOBAL,
GSC-Method-498dcf0,isreloading,0,0,GLOBAL,
GSC-Method-498dcf0,takeallweapons,0,1,GLOBAL,
GSC-Method-498dcf0,isinmovemode,1,2,GLOBAL,
GSC-Method-498dcf0,getcurrentweapon,0,0,GLOBAL,
GSC-Method-498dcf0,getcurrentweaponspinlerp,0,0,GLOBAL,
GSC-Method-498dcf0,setcurrentweaponspinlerp,1,1,GLOBAL,
GSC-Method-498dcf0,getcurrentweaponaltweapon,0,0,GLOBAL,
GSC-Method-498dcf0,isweaponoverheating,0,2,GLOBAL,
GSC-Method-498dcf0,setweaponoverheating,2,3,GLOBAL,
GSC-Method-498dcf0,getcurrentoffhand,0,0,GLOBAL,
GSC-Method-498dcf0,isusingoffhand,0,0,GLOBAL,
GSC-Method-498dcf0,function_6577d473,0,0,GLOBAL,
GSC-Method-498dcf0,function_55acff10,0,1,GLOBAL,
GSC-Method-498dcf0,function_104d7b4d,0,1,GLOBAL,
GSC-Method-498dcf0,forceoffhandend,0,0,GLOBAL,
GSC-Method-498dcf0,ischargeshotpending,0,0,GLOBAL,
GSC-Method-498dcf0,hasweapon,1,2,GLOBAL,
GSC-Method-498dcf0,function_826ed2dd,0,0,GLOBAL,
GSC-Method-498dcf0,getweaponforweaponroot,1,1,GLOBAL,
GSC-Method-498dcf0,switchtoweapon,0,2,GLOBAL,
GSC-Method-498dcf0,switchtoweaponimmediate,0,2,GLOBAL,
GSC-Method-498dcf0,switchtooffhand,1,1,GLOBAL,
GSC-Method-498dcf0,function_e71c5295,1,2,GLOBAL,
GSC-Method-498dcf0,function_ad7b9f4a,6,6,GLOBAL,
GSC-Method-498dcf0,playbombplant,0,0,GLOBAL,
GSC-Method-498dcf0,playbombdefuse,0,0,GLOBAL,
GSC-Method-498dcf0,weaponplayejectbrass,0,0,GLOBAL,
GSC-Method-498dcf0,getlockonradius,0,0,GLOBAL,
GSC-Method-498dcf0,getlockonlossradius,0,0,GLOBAL,
GSC-Method-498dcf0,getlockonspeed,0,0,GLOBAL,
GSC-Method-498dcf0,givestartammo,1,1,GLOBAL,
GSC-Method-498dcf0,givemaxammo,1,1,GLOBAL,
GSC-Method-498dcf0,getfractionstartammo,1,1,GLOBAL,
GSC-Method-498dcf0,getfractionmaxammo,1,1,GLOBAL,
GSC-Method-498dcf0,setweaponheatpercent,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponhackpercent,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponlockonpercent,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponfriendlytargeting,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponfriendlytargetlocked,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponfriendlyhacking,2,2,GLOBAL,
GSC-Method-498dcf0,settargetedentityendtime,2,2,GLOBAL,
GSC-Method-498dcf0,settargetedmissilesremaining,2,2,GLOBAL,
GSC-Method-498dcf0,function_ddd45573,1,1,GLOBAL,
GSC-Method-498dcf0,function_b1298bfb,1,1,GLOBAL,
GSC-Method-498dcf0,function_3fb8b14,2,2,GLOBAL,
GSC-Method-498dcf0,function_a85d2581,2,2,GLOBAL,
GSC-Method-498dcf0,function_d105708f,1,1,GLOBAL,
GSC-Method-498dcf0,setorigin,1,1,GLOBAL,
GSC-Method-498dcf0,setvelocity,1,1,GLOBAL,
GSC-Method-498dcf0,setplayerangles,1,1,GLOBAL,
GSC-Method-498dcf0,getplayerangles,0,0,GLOBAL,
GSC-Method-498dcf0,getgunangles,0,0,GLOBAL,
GSC-Method-498dcf0,getplayercamerapos,0,0,GLOBAL,
GSC-Method-498dcf0,cameraactivate,1,1,GLOBAL,
GSC-Method-498dcf0,camerasetposition,1,2,GLOBAL,
GSC-Method-498dcf0,camerasetlookat,0,1,GLOBAL,
GSC-Method-498dcf0,camerasetangles,0,1,GLOBAL,
GSC-Method-498dcf0,startcameratween,1,2,GLOBAL,
GSC-Method-498dcf0,getvrcampos,0,0,GLOBAL,
GSC-Method-498dcf0,getvrcamangles,0,0,GLOBAL,
GSC-Method-498dcf0,isvr,0,0,GLOBAL,
GSC-Method-498dcf0,gamepadusedlast,0,0,GLOBAL,
GSC-Method-498dcf0,function_a83f9b5,0,0,GLOBAL,
GSC-Method-498dcf0,function_1bc04df9,0,0,GLOBAL,
GSC-Method-498dcf0,buttonbitstate,1,7fffffff,GLOBAL,
GSC-Method-498dcf0,primarybuttonpressedlocal,0,0,GLOBAL,
GSC-Method-498dcf0,secondarybuttonpressedlocal,0,0,GLOBAL,
GSC-Method-498dcf0,usebuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,function_f75eb1ae,0,0,GLOBAL,
GSC-Method-498dcf0,function_1b011462,0,0,GLOBAL,
GSC-Method-498dcf0,changeseatbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,boostbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,attackbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,actionslotonebuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,actionslottwobuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,actionslotthreebuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,actionslotfourbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,adsbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,throwbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,meleebuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,jumpbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,actionbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,stancebuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,fragbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,reloadbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,secondaryoffhandbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,inventorybuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,sprintbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,isshoutcaster,0,0,GLOBAL,
GSC-Method-498dcf0,offhandspecialbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,weaponswitchherobuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,weaponswitchbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,function_d80e10cc,0,0,GLOBAL,
GSC-Method-498dcf0,vehiclemoveupbuttonpressed,0,0,GLOBAL,
GSC-Method-498dcf0,function_6947dde2,0,0,GLOBAL,
GSC-Method-498dcf0,function_e01d381a,0,0,GLOBAL,
GSC-Method-498dcf0,sprintuprequired,0,0,GLOBAL,
GSC-Method-498dcf0,playerads,0,0,GLOBAL,
GSC-Method-498dcf0,pingplayer,0,0,GLOBAL,
GSC-Method-498dcf0,resetcharactercustomization,0,0,GLOBAL,
GSC-Method-498dcf0,function_390cb543,0,0,GLOBAL,
GSC-Method-498dcf0,function_5d23af5b,0,1,GLOBAL,
GSC-Method-498dcf0,function_44a7328f,0,0,GLOBAL,
GSC-Method-498dcf0,function_6b7000e,0,0,GLOBAL,
GSC-Method-498dcf0,function_cde23658,0,1,GLOBAL,
GSC-Method-498dcf0,function_92ea4100,0,1,GLOBAL,
GSC-Method-498dcf0,getcharacterbodyrenderoptions,0,0,GLOBAL,
GSC-Method-498dcf0,setcharacterbodytype,1,2,GLOBAL,
GSC-Method-498dcf0,getcharacterbodytype,0,0,GLOBAL,
GSC-Method-498dcf0,function_50a9aad5,0,0,GLOBAL,
GSC-Method-498dcf0,function_8fd843dd,1,1,GLOBAL,
GSC-Method-498dcf0,function_3d1a97c6,0,0,GLOBAL,
GSC-Method-498dcf0,function_564cfaeb,0,0,GLOBAL,
GSC-Method-498dcf0,function_b568258e,0,0,GLOBAL,
GSC-Method-498dcf0,function_e1c06cd0,0,0,GLOBAL,
GSC-Method-498dcf0,function_11d0e790,0,0,GLOBAL,
GSC-Method-498dcf0,function_9b48a8e5,1,1,GLOBAL,
GSC-Method-498dcf0,function_ab96a9b5,2,2,GLOBAL,
GSC-Method-498dcf0,function_fbc5a093,1,1,GLOBAL,
GSC-Method-498dcf0,function_7d5a3c48,2,2,GLOBAL,
GSC-Method-498dcf0,getplayergendertype,0,1,GLOBAL,
GSC-Method-498dcf0,getplayershowcaseweapon,0,0,GLOBAL,
GSC-Method-498dcf0,showviewmodel,0,0,GLOBAL,
GSC-Method-498dcf0,hideviewmodel,0,0,GLOBAL,
GSC-Method-498dcf0,function_de8a54a6,1,1,GLOBAL,
GSC-Method-498dcf0,setoffhandsecondaryclass,1,1,GLOBAL,
GSC-Method-498dcf0,getoffhandsecondaryclass,0,0,GLOBAL,
GSC-Method-498dcf0,setoffhandprimaryclass,1,1,GLOBAL,
GSC-Method-498dcf0,beginlocationselection,1,2,GLOBAL,
GSC-Method-498dcf0,beginlocationairstrikeselection,1,2,GLOBAL,
GSC-Method-498dcf0,beginlocationmortarselection,1,4,GLOBAL,
GSC-Method-498dcf0,beginlocationartilleryselection,1,2,GLOBAL,
GSC-Method-498dcf0,beginlocationcomlinkselection,1,2,GLOBAL,
GSC-Method-498dcf0,beginlocationnapalmselection,1,2,GLOBAL,
GSC-Method-498dcf0,function_35ad808a,1,2,GLOBAL,
GSC-Method-498dcf0,endlocationselection,0,0,GLOBAL,
GSC-Method-498dcf0,clientsyssetstate,2,2,GLOBAL,
GSC-Method-498dcf0,weaponlockdetect,1,3,GLOBAL,
GSC-Method-498dcf0,weaponlockstart,1,3,GLOBAL,
GSC-Method-498dcf0,weaponlockfinalize,1,3,GLOBAL,
GSC-Method-498dcf0,weaponlockfree,0,1,GLOBAL,
GSC-Method-498dcf0,weaponlocktargettooclose,1,2,GLOBAL,
GSC-Method-498dcf0,weaponlocknoclearance,1,2,GLOBAL,
GSC-Method-498dcf0,weaponlockcount,0,0,GLOBAL,
GSC-Method-498dcf0,weaponlockremoveslot,1,1,GLOBAL,
GSC-Method-498dcf0,getmpdialogname,0,0,GLOBAL,
GSC-Method-498dcf0,getchrname,0,0,GLOBAL,
GSC-Method-498dcf0,getfriendlydogtagmodel,0,0,GLOBAL,
GSC-Method-498dcf0,getenemydogtagmodel,0,0,GLOBAL,
GSC-Method-498dcf0,gettargetscreenangles,1,2,GLOBAL,
GSC-Method-498dcf0,getreplaygunlockonorigin,1,1,GLOBAL,
GSC-Method-498dcf0,getlockonorigin,1,1,GLOBAL,
GSC-Method-498dcf0,getnormalizedmovement,0,0,GLOBAL,
GSC-Method-498dcf0,getnormalizedcameramovement,0,0,GLOBAL,
GSC-Method-498dcf0,buttonpressed,1,1,DEV,
GSC-Method-498dcf0,givenextbaseweapon,0,0,DEV,
GSC-Method-498dcf0,setspawnweapon,1,2,GLOBAL,
GSC-Method-498dcf0,shoulddoinitialweaponraise,2,2,GLOBAL,
GSC-Method-498dcf0,function_7cadec11,0,0,GLOBAL,
GSC-Method-498dcf0,initialweaponraise,1,2,GLOBAL,
GSC-Method-498dcf0,function_c9a111a,1,1,GLOBAL,
GSC-Method-498dcf0,seteverhadweaponall,1,1,GLOBAL,
GSC-Method-498dcf0,dropitem,1,2,GLOBAL,
GSC-Method-498dcf0,dropscavengeritem,1,1,GLOBAL,
GSC-Method-498dcf0,hasagrenadepulledback,0,0,GLOBAL,
GSC-Method-498dcf0,cleardamageindicator,0,0,GLOBAL,
GSC-Method-498dcf0,addtodamageindicator,1,4,GLOBAL,
GSC-Method-498dcf0,finishplayerdamage,d,d,GLOBAL,
GSC-Method-498dcf0,function_a6872ca5,b,b,GLOBAL,
GSC-Method-498dcf0,finishmeleehit,8,8,GLOBAL,
GSC-Method-498dcf0,resetanimations,0,0,GLOBAL,
GSC-Method-498dcf0,reviveplayer,0,0,GLOBAL,
GSC-Method-498dcf0,rejack,0,0,GLOBAL,
GSC-Method-498dcf0,inlaststand,0,0,GLOBAL,
GSC-Method-498dcf0,undolaststand,0,0,GLOBAL,
GSC-Method-498dcf0,suicide,0,1,GLOBAL,
GSC-Method-498dcf0,turnedhuman,0,0,GLOBAL,
GSC-Method-498dcf0,isinvehicle,0,0,GLOBAL,
GSC-Method-498dcf0,isremotecontrolling,0,0,GLOBAL,
GSC-Method-498dcf0,isweaponviewonlylinked,0,0,GLOBAL,
GSC-Method-498dcf0,allowstand,1,1,GLOBAL,
GSC-Method-498dcf0,allowcrouch,1,1,GLOBAL,
GSC-Method-498dcf0,allowprone,1,1,GLOBAL,
GSC-Method-498dcf0,allowslide,1,1,GLOBAL,
GSC-Method-498dcf0,function_3aaa02be,1,1,GLOBAL,
GSC-Method-498dcf0,allowdoublejump,1,1,GLOBAL,
GSC-Method-498dcf0,allowwallrun,1,1,GLOBAL,
GSC-Method-498dcf0,getvehicleoccupied,0,0,GLOBAL,
GSC-Method-498dcf0,getfriendlies,0,1,GLOBAL,
GSC-Method-498dcf0,openmenu,1,1,GLOBAL,
GSC-Method-498dcf0,closemenu,1,1,GLOBAL,
GSC-Method-498dcf0,openmenunomouse,1,1,GLOBAL,
GSC-Method-498dcf0,closeingamemenu,0,0,GLOBAL,
GSC-Method-498dcf0,setcontrolleruimodelvalue,2,2,GLOBAL,
GSC-Method-498dcf0,getcontrolleruimodelvalue,1,1,GLOBAL,
GSC-Method-498dcf0,openluimenu,1,2,GLOBAL,
GSC-Method-498dcf0,function_5686f5cd,2,3,GLOBAL,
GSC-Method-498dcf0,getluimenu,1,1,GLOBAL,
GSC-Method-498dcf0,setluimenudata,3,3,GLOBAL,
GSC-Method-498dcf0,getluimenudata,2,2,GLOBAL,
GSC-Method-498dcf0,closeluimenu,1,1,GLOBAL,
GSC-Method-498dcf0,function_43d5b973,1,1,GLOBAL,
GSC-Method-498dcf0,function_3fc81484,1,1,GLOBAL,
GSC-Method-498dcf0,setelectrifiedstate,1,1,GLOBAL,
GSC-Method-498dcf0,freezecontrols,1,1,GLOBAL,
GSC-Method-498dcf0,freezecontrolsallowlook,1,1,GLOBAL,
GSC-Method-498dcf0,function_f985d66c,1,1,GLOBAL,
GSC-Method-498dcf0,arecontrolsfrozen,0,0,GLOBAL,
GSC-Method-498dcf0,function_5972c3cf,0,0,GLOBAL,
GSC-Method-498dcf0,disableusability,0,0,GLOBAL,
GSC-Method-498dcf0,enableusability,0,0,GLOBAL,
GSC-Method-498dcf0,disableweapons,0,1,GLOBAL,
GSC-Method-498dcf0,enableweapons,0,0,GLOBAL,
GSC-Method-498dcf0,disableweaponfire,0,0,GLOBAL,
GSC-Method-498dcf0,enableweaponfire,0,0,GLOBAL,
GSC-Method-498dcf0,disabledeathstreak,0,0,GLOBAL,
GSC-Method-498dcf0,enabledeathstreak,0,0,GLOBAL,
GSC-Method-498dcf0,deathstreakactive,0,0,GLOBAL,
GSC-Method-498dcf0,disableoffhandweapons,0,0,GLOBAL,
GSC-Method-498dcf0,enableoffhandweapons,0,0,GLOBAL,
GSC-Method-498dcf0,offhandweaponsenabled,0,0,GLOBAL,
GSC-Method-498dcf0,disableoffhandspecial,0,0,GLOBAL,
GSC-Method-498dcf0,enableoffhandspecial,0,0,GLOBAL,
GSC-Method-498dcf0,function_5d851a4e,0,0,GLOBAL,
GSC-Method-498dcf0,function_1fd426b6,0,0,GLOBAL,
GSC-Method-498dcf0,disableweaponswitchhero,0,0,GLOBAL,
GSC-Method-498dcf0,enableweaponswitchhero,0,0,GLOBAL,
GSC-Method-498dcf0,disableweaponcycling,0,0,GLOBAL,
GSC-Method-498dcf0,enableweaponcycling,0,0,GLOBAL,
GSC-Method-498dcf0,function_fe89725a,1,1,GLOBAL,
GSC-Method-498dcf0,weaponcyclingenabled,0,0,GLOBAL,
GSC-Method-498dcf0,revive,0,0,GLOBAL,
GSC-Method-498dcf0,setweaponammoclip,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponammostock,2,2,GLOBAL,
GSC-Method-498dcf0,function_fc9f8b05,2,2,GLOBAL,
GSC-Method-498dcf0,setweaponammofuel,2,2,GLOBAL,
GSC-Method-498dcf0,reloadweaponammo,1,1,GLOBAL,
GSC-Method-498dcf0,getweaponammoclip,1,1,GLOBAL,
GSC-Method-498dcf0,function_f09c133d,1,1,GLOBAL,
GSC-Method-498dcf0,getweaponammostock,1,1,GLOBAL,
GSC-Method-498dcf0,getweaponammofuel,1,1,GLOBAL,
GSC-Method-498dcf0,getweaponoptions,1,1,GLOBAL,
GSC-Method-498dcf0,anyammoforweaponmodes,1,1,GLOBAL,
GSC-Method-498dcf0,iprintln,1,7fffffff,GLOBAL,
GSC-Method-498dcf0,iprintlnbold,1,7fffffff,GLOBAL,
GSC-Method-498dcf0,spawn,2,3,GLOBAL,
GSC-Method-498dcf0,spawnspectator,2,2,GLOBAL,
GSC-Method-498dcf0,setentertime,1,1,GLOBAL,
GSC-Method-498dcf0,cloneplayer,2,4,GLOBAL,
GSC-Method-498dcf0,setlowready,1,1,GLOBAL,
GSC-Method-498dcf0,function_8bc54983,0,0,GLOBAL,
GSC-Method-498dcf0,setcarryingobject,1,1,GLOBAL,
GSC-Method-498dcf0,setclientfocallength,1,1,GLOBAL,
GSC-Method-498dcf0,setclientthirdperson,1,1,GLOBAL,
GSC-Method-498dcf0,setclientthirdpersonangle,1,1,GLOBAL,
GSC-Method-498dcf0,function_5b2be30e,1,1,GLOBAL,
GSC-Method-498dcf0,setclientcompass,1,1,GLOBAL,
GSC-Method-498dcf0,setclientcgobjectivetext,1,1,GLOBAL,
GSC-Method-498dcf0,setclientplayersprinttime,1,1,GLOBAL,
GSC-Method-498dcf0,setclientnumlives,1,1,GLOBAL,
GSC-Method-498dcf0,setclientdrawtalk,1,1,GLOBAL,
GSC-Method-498dcf0,setclientminiscoreboardhide,1,1,GLOBAL,
GSC-Method-498dcf0,setclienthudhardcore,1,1,GLOBAL,
GSC-Method-498dcf0,setclientplayerpushamount,1,1,GLOBAL,
GSC-Method-498dcf0,setclientuivisibilityflag,2,2,GLOBAL,
GSC-Method-498dcf0,isclientuivisibilityflagset,1,1,GLOBAL,
GSC-Method-498dcf0,setclientprofilevar,2,2,GLOBAL,
GSC-Method-498dcf0,playclientairstrike,7,7,GLOBAL,
GSC-Method-498dcf0,playclientnapalm,7,7,GLOBAL,
GSC-Method-498dcf0,setcurrentspectatorclient,1,1,GLOBAL,
GSC-Method-498dcf0,carryturret,3,3,GLOBAL,
GSC-Method-498dcf0,stopcarryturret,1,3,GLOBAL,
GSC-Method-498dcf0,iscarryingturret,0,0,GLOBAL,
GSC-Method-498dcf0,canplayerplaceturret,0,4,GLOBAL,
GSC-Method-498dcf0,setplacementhint,1,1,GLOBAL,
GSC-Method-498dcf0,function_6b83f6a9,1,1,GLOBAL,
GSC-Method-498dcf0,linkguidedmissilecamera,0,0,GLOBAL,
GSC-Method-498dcf0,unlinkguidedmissilecamera,0,0,GLOBAL,
GSC-Method-498dcf0,linktomissile,1,3,GLOBAL,
GSC-Method-498dcf0,unlinkfrommissile,0,0,GLOBAL,
GSC-Method-498dcf0,getentitiesinrange,3,3,GLOBAL,
